size	128
T	4
J	1
H	0
x	y
0	0
0	1
0	2
0	3
0	4
0	5
0	7
0	8
0	9
0	10
0	11
0	13
0	14
0	17
0	18
0	19
0	20
0	22
0	23
0	26
0	27
0	28
0	29
0	33
0	34
0	35
0	36
0	40
0	41
0	42
0	44
0	45
0	47
0	48
0	49
0	50
0	55
0	56
0	61
0	62
0	64
0	68
0	69
0	70
0	71
0	75
0	76
0	77
0	78
0	79
0	81
0	85
0	86
0	87
0	88
0	89
0	90
0	91
0	92
0	93
0	94
0	95
0	96
0	97
0	98
0	99
0	100
0	101
0	102
0	104
0	105
0	106
0	107
0	108
0	111
0	112
0	113
0	114
0	115
0	126
0	127
1	0
1	1
1	4
1	8
1	12
1	13
1	14
1	17
1	18
1	21
1	22
1	23
1	24
1	25
1	32
1	33
1	34
1	35
1	36
1	37
1	40
1	41
1	42
1	47
1	48
1	51
1	52
1	56
1	57
1	58
1	59
1	61
1	62
1	65
1	66
1	67
1	68
1	69
1	70
1	71
1	75
1	76
1	77
1	78
1	81
1	86
1	88
1	90
1	91
1	92
1	93
1	94
1	95
1	96
1	97
1	99
1	100
1	101
1	104
1	106
1	108
1	109
1	111
1	112
1	113
1	114
1	115
1	120
1	121
1	126
1	127
2	1
2	2
2	4
2	8
2	9
2	12
2	14
2	16
2	17
2	18
2	19
2	21
2	22
2	23
2	25
2	26
2	28
2	29
2	30
2	31
2	32
2	33
2	35
2	36
2	38
2	48
2	49
2	50
2	51
2	52
2	53
2	54
2	55
2	56
2	57
2	58
2	59
2	61
2	63
2	65
2	66
2	71
2	74
2	75
2	77
2	78
2	79
2	84
2	85
2	86
2	89
2	90
2	91
2	92
2	93
2	96
2	97
2	98
2	99
2	104
2	105
2	106
2	107
2	111
2	112
2	113
2	114
2	115
2	116
2	120
2	121
2	124
2	125
3	1
3	2
3	3
3	4
3	7
3	8
3	13
3	14
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	25
3	28
3	30
3	31
3	32
3	36
3	37
3	38
3	39
3	41
3	42
3	49
